name,modelo,jaccard,accuracy,precision,recall,f1,roc auc
RandomForestClassifier(),RandomForestClassifier(),0.5954055383598104,0.7512149028077754,0.7518581599764237,0.7413438280095778,0.7442064501455204,0.8975612289829774
GradientBoostingClassifier(),GradientBoostingClassifier(),0.5414742573135597,0.7063984881209503,0.7050362467711819,0.6984942686840899,0.7003024358149865,0.8640504333577074
AdaBoostClassifier(),AdaBoostClassifier(),0.5023685490751626,0.6708963282937365,0.6671382522419343,0.6653305823016965,0.6656336576792857,0.8272505482714433
